,LS
1047,6.249989382922649e-06
1048,6.125017534941435e-06
1049,6.125017534941435e-06
1050,6.167043466120958e-06
1051,6.166985258460045e-06
1052,6.291025783866644e-06
1053,2.582964953035116e-06
1054,1.959037035703659e-06
1055,6.167043466120958e-06
1056,6.125017534941435e-06
1057,6.249989382922649e-06
1058,6.332993507385254e-06
1059,6.249989382922649e-06
1060,6.542017217725515e-06
1061,2.0803418010473251e-07
1062,6.334041245281696e-06
1063,6.166985258460045e-06
1064,5.999987479299307e-06
1065,6.166985258460045e-06
1066,6.292015314102173e-06
1067,6.208021659404039e-06
1068,6.542017217725515e-06
1069,6.749993190169334e-06
1070,6.583984941244125e-06
1071,6.333983037620783e-06
1072,6.416987162083387e-06
1073,4.1601015254855156e-07
1074,6.292015314102173e-06
1075,6.291957106441259e-06
1076,6.250047590583563e-06
1077,6.375019438564777e-06
1078,6.66698906570673e-06
1079,6.458023563027382e-06
1080,7.92031642049551e-07
1081,6.375019438564777e-06
1082,6.250047590583563e-06
1083,6.375019438564777e-06
1084,6.459013093262911e-06
1085,6.499991286545992e-06
1086,6.416987162083387e-06
1087,6.499991286545992e-06
1088,6.499991286545992e-06
1089,6.375019438564777e-06
1090,6.667047273367643e-06
1091,6.749993190169334e-06
1092,2.0803418010473251e-07
1093,6.332993507385254e-06
1094,6.791029591113329e-06
1095,6.916990969330072e-06
1096,2.500019036233425e-07
1097,6.4159976318478584e-06
1098,2.874992787837982e-06
1099,6.375019438564777e-06
1100,6.499991286545992e-06
1101,6.458023563027382e-06
1102,6.499991286545992e-06
1103,6.4579653553664684e-06
1104,6.62502134218812e-06
1105,6.458023563027382e-06
1106,6.332993507385254e-06
1107,6.374961230903864e-06
1108,6.166985258460045e-06
1109,6.416987162083387e-06
1110,6.541959010064602e-06
1111,6.375019438564777e-06
1112,6.542017217725515e-06
1113,6.500049494206905e-06
1114,6.875023245811462e-06
1115,6.499991286545992e-06
1116,6.582995411008596e-06
1117,5.082983989268541e-06
1118,6.624963134527206e-06
1119,1.7919810488820076e-06
1120,6.582995411008596e-06
1121,6.208021659404039e-06
1122,1.66997779160738e-07
1123,6.542017217725515e-06
1124,6.499991286545992e-06
1125,6.832997314631939e-06
1126,6.70895678922534e-06
1127,6.582995411008596e-06
1128,3.3329706639051437e-06
1129,6.124959327280521e-06
1130,6.665999535471201e-06
1131,2.500019036233425e-07
1132,6.749993190169334e-06
1133,5.542009603232145e-06
1134,6.459013093262911e-06
1135,6.582995411008596e-06
1136,6.292015314102173e-06
1137,5.332985892891884e-06
1138,6.499991286545992e-06
1139,6.458023563027382e-06
1140,6.4579653553664684e-06
1141,6.542017217725515e-06
1142,6.9579691626131535e-06
1143,6.791029591113329e-06
1144,6.833986844867468e-06
1145,6.999995093792677e-06
1146,6.582995411008596e-06
1147,6.665999535471201e-06
1148,6.916990969330072e-06
1149,6.542017217725515e-06
1150,6.542017217725515e-06
1151,7.0829992182552814e-06
1152,6.749993190169334e-06
1153,6.832997314631939e-06
1154,4.1601015254855156e-07
1155,6.833986844867468e-06
1156,6.792019121348858e-06
1157,6.874965038150549e-06
1158,6.916990969330072e-06
1159,7.125025149434805e-06
1160,6.875023245811462e-06
1161,6.749993190169334e-06
1162,6.7909713834524155e-06
1163,6.749993190169334e-06
1164,6.749993190169334e-06
1165,6.582995411008596e-06
1166,6.791029591113329e-06
1167,6.9579691626131535e-06
1168,6.999995093792677e-06
1169,1.6600824892520905e-07
1170,6.749993190169334e-06
1171,6.833986844867468e-06
1172,6.62502134218812e-06
1173,6.749993190169334e-06
1174,7.0829992182552814e-06
1175,7.209018804132938e-06
1176,4.582980182021856e-06
1177,1.133297337219119e-05
1178,7.0420210249722e-06
1179,6.9160014390945435e-06
1180,6.584043148905039e-06
1181,6.792019121348858e-06
1182,6.875023245811462e-06
1183,6.958027370274067e-06
1184,6.9160014390945435e-06
1185,6.916990969330072e-06
1186,7.00005330145359e-06
1187,7.0420210249722e-06
1188,4.589674063026905e-07
1189,7.0420210249722e-06
1190,6.999995093792677e-06
1191,6.9579691626131535e-06
1192,7.041962817311287e-06
1193,7.0829992182552814e-06
1194,6.9579691626131535e-06
1195,6.959016900509596e-06
1196,6.959016900509596e-06
1197,6.916990969330072e-06
1198,7.2499969974160194e-06
1199,7.0829992182552814e-06
1200,6.999995093792677e-06
1201,7.292022928595543e-06
1202,6.999995093792677e-06
1203,7.1249669417738914e-06
1204,7.0420210249722e-06
1205,6.916990969330072e-06
1206,7.2499969974160194e-06
1207,7.4160052463412285e-06
1208,7.333001121878624e-06
1209,6.958027370274067e-06
1210,7.166992872953415e-06
1211,7.3750270530581474e-06
1212,2.500019036233425e-07
1213,7.5410353019833565e-06
1214,7.4169947765767574e-06
1215,7.167051080614328e-06
1216,2.500019036233425e-07
1217,6.874965038150549e-06
1218,7.125025149434805e-06
1219,7.0420210249722e-06
1220,7.0829992182552814e-06
1221,7.2499969974160194e-06
1222,5.041016265749931e-06
1223,7.166992872953415e-06
1224,7.2499969974160194e-06
1225,7.4169947765767574e-06
1226,7.166992872953415e-06
1227,7.709022611379623e-06
1228,7.2499969974160194e-06
1229,7.2909751906991005e-06
1230,1.2500095181167126e-06
1231,7.1249669417738914e-06
1232,4.082976374775171e-06
1233,6.9579691626131535e-06
1234,7.1249669417738914e-06
1235,7.125025149434805e-06
1236,7.374968845397234e-06
1237,7.5410353019833565e-06
1238,7.4579729698598385e-06
1239,7.458031177520752e-06
1240,7.125025149434805e-06
1241,7.2080292738974094e-06
1242,7.166992872953415e-06
1243,7.333990652114153e-06
1244,7.6249707490205765e-06
1245,2.667016815394163e-06
1246,7.125025149434805e-06
1247,7.291033398360014e-06
1248,7.2499969974160194e-06
1249,7.333990652114153e-06
1250,7.08398874849081e-06
1251,7.2499969974160194e-06
1252,7.166992872953415e-06
1253,7.2499969974160194e-06
1254,7.2080292738974094e-06
1255,7.374968845397234e-06
1256,7.333990652114153e-06
1257,7.08398874849081e-06
1258,7.5830030255019665e-06
1259,7.666007149964571e-06
1260,7.2499969974160194e-06
1261,7.374968845397234e-06
1262,7.333990652114153e-06
1263,7.919734343886375e-07
1264,7.291033398360014e-06
1265,7.333001121878624e-06
1266,7.4579729698598385e-06
1267,7.4169947765767574e-06
1268,7.459020707756281e-06
1269,7.2499969974160194e-06
1270,7.333001121878624e-06
1271,7.4160052463412285e-06
1272,7.4579729698598385e-06
1273,7.2499969974160194e-06
1274,7.3750270530581474e-06
1275,7.750000804662704e-06
1276,7.374968845397234e-06
1277,7.458031177520752e-06
1278,7.910421118140221e-07
1279,7.333001121878624e-06
1280,7.3750270530581474e-06
1281,4.169996827840805e-07
1282,7.499998901039362e-06
1283,7.499998901039362e-06
1284,7.4169947765767574e-06
1285,7.874972652643919e-06
1286,7.3750270530581474e-06
1287,7.62502895668149e-06
1288,4.169996827840805e-07
1289,7.458031177520752e-06
1290,7.499998901039362e-06
1291,7.4169947765767574e-06
1292,7.4160052463412285e-06
1293,7.333001121878624e-06
1294,7.875030860304832e-06
1295,8.083006832748652e-06
1296,7.70896440371871e-06
1297,7.5830030255019665e-06
1298,7.6249707490205765e-06
1299,1.1958007235080004e-05
1300,7.875030860304832e-06
1301,7.666007149964571e-06
1302,7.750000804662704e-06
1303,7.499998901039362e-06
1304,7.62502895668149e-06
1305,2.0410516299307346e-06
1306,7.874972652643919e-06
1307,7.4579729698598385e-06
1308,7.916998583823442e-06
1309,7.499998901039362e-06
1310,3.374996595084667e-06
1311,7.542024832218885e-06
1312,7.790978997945786e-06
1313,2.249958924949169e-06
1314,7.0829992182552814e-06
1315,7.6249707490205765e-06
1316,6.67001586407423e-07
1317,7.5830030255019665e-06
1318,7.791968528181314e-06
1319,7.499998901039362e-06
1320,7.667054887861013e-06
1321,7.791037205606699e-06
1322,7.833994459360838e-06
1323,7.62502895668149e-06
1324,7.2919647209346294e-06
1325,7.750000804662704e-06
1326,7.6669966802001e-06
1327,2.707995008677244e-06
1328,7.6669966802001e-06
1329,7.916998583823442e-06
1330,7.707974873483181e-06
1331,7.708033081144094e-06
1332,7.333001121878624e-06
1333,2.0902371034026146e-07
1334,7.62502895668149e-06
1335,7.583992555737495e-06
1336,7.833994459360838e-06
1337,8.08399636298418e-06
1338,7.833004929125309e-06
1339,7.792026735842228e-06
1340,8.209026418626308e-06
1341,7.875030860304832e-06
1342,7.707974873483181e-06
1343,7.750000804662704e-06
1344,7.833004929125309e-06
1345,7.915950845927e-06
1346,8.330098353326321e-07
1347,7.916009053587914e-06
1348,7.790978997945786e-06
1349,4.833971615880728e-06
1350,7.833004929125309e-06
1351,7.791968528181314e-06
1352,3.7497375160455704e-07
1353,7.791968528181314e-06
1354,7.707974873483181e-06
1355,7.292022928595543e-06
1356,7.792026735842228e-06
1357,7.833994459360838e-06
1358,7.957976777106524e-06
1359,7.499998901039362e-06
1360,7.874972652643919e-06
1361,8.125032763928175e-06
1362,8.083006832748652e-06
1363,8.500006515532732e-06
1364,7.874972652643919e-06
1365,7.916998583823442e-06
1366,8.25000461190939e-06
1367,7.916998583823442e-06
1368,8.000002708286047e-06
1369,7.874972652643919e-06
1370,7.957976777106524e-06
1371,8.000002708286047e-06
1372,7.916998583823442e-06
1373,8.33295052871108e-06
1374,4.169996827840805e-07
1375,7.875030860304832e-06
1376,8.000002708286047e-06
1377,8.000002708286047e-06
1378,7.958034984767437e-06
1379,8.041970431804657e-06
1380,7.791968528181314e-06
1381,8.083006832748652e-06
1382,8.083006832748652e-06
1383,7.959024515002966e-06
1384,8.124974556267262e-06
1385,2.0803418010473251e-07
1386,4.169996827840805e-07
1387,8.459028322249651e-06
1388,8.333998266607523e-06
1389,8.04202863946557e-06
1390,8.25000461190939e-06
1391,2.500019036233425e-07
1392,7.957976777106524e-06
1393,8.04202863946557e-06
1394,6.249756552278996e-07
1395,8.167000487446785e-06
1396,8.20803688839078e-06
1397,8.416012860834599e-06
1398,8.417002391070127e-06
1399,8.375034667551517e-06
1400,8.208968210965395e-06
1401,7.750000804662704e-06
1402,8.124974556267262e-06
1403,8.25000461190939e-06
1404,8.124974556267262e-06
1405,6.67001586407423e-07
1406,8.083006832748652e-06
1407,8.457980584353209e-06
1408,8.207978680729866e-06
1409,8.167000487446785e-06
1410,8.291972335428e-06
1411,8.041970431804657e-06
1412,7.919734343886375e-07
1413,8.167000487446785e-06
1414,8.125032763928175e-06
1415,8.291041012853384e-06
1416,8.25000461190939e-06
1417,4.5797787606716156e-07
1418,8.165952749550343e-06
1419,8.209026418626308e-06
1420,2.3750471882522106e-06
1421,4.5797787606716156e-07
1422,8.167000487446785e-06
1423,8.29098280519247e-06
1424,8.500006515532732e-06
1425,8.209026418626308e-06
1426,8.20803688839078e-06
1427,4.249974153935909e-06
1428,8.25000461190939e-06
1429,8.541974239051342e-06
1430,2.7909991331398487e-06
1431,8.374976459890604e-06
1432,8.584000170230865e-06
1433,8.167000487446785e-06
1434,7.833994459360838e-06
1435,2.7958012651652098e-05
1436,8.33295052871108e-06
1437,8.167000487446785e-06
1438,8.207978680729866e-06
1439,8.333998266607523e-06
1440,1.575000351294875e-05
1441,1.4541961718350649e-05
1442,8.375034667551517e-06
1443,8.333998266607523e-06
1444,8.458970114588737e-06
1445,8.374976459890604e-06
1446,8.374976459890604e-06
1447,8.333008736371994e-06
1448,8.25000461190939e-06
1449,4.5902561396360397e-07
1450,8.457980584353209e-06
1451,8.500006515532732e-06
1452,8.333998266607523e-06
1453,8.291041012853384e-06
1454,8.500006515532732e-06
1455,8.375034667551517e-06
1456,7.833004929125309e-06
1457,8.459028322249651e-06
1458,8.374976459890604e-06
1459,8.457980584353209e-06
1460,8.333008736371994e-06
1461,8.25000461190939e-06
1462,8.374976459890604e-06
1463,8.500006515532732e-06
1464,8.541974239051342e-06
1465,8.459028322249651e-06
1466,8.333008736371994e-06
1467,4.250032361596823e-06
1468,6.660120561718941e-07
1469,8.292030543088913e-06
1470,6.249756552278996e-07
1471,8.333998266607523e-06
1472,8.457980584353209e-06
1473,8.417002391070127e-06
1474,2.00001522898674e-06
1475,8.415954653173685e-06
1476,8.500006515532732e-06
1477,8.500006515532732e-06
1478,8.416012860834599e-06
1479,8.624978363513947e-06
1480,8.25000461190939e-06
1481,8.582952432334423e-06
1482,8.374976459890604e-06
1483,7.909839041531086e-07
1484,8.083006832748652e-06
1485,8.333008736371994e-06
1486,8.584000170230865e-06
1487,8.62503657117486e-06
1488,8.417002391070127e-06
1489,8.666014764457941e-06
1490,8.500006515532732e-06
1491,8.917006198316813e-06
1492,8.583010639995337e-06
1493,8.500006515532732e-06
1494,7.875030860304832e-06
1495,8.958042599260807e-06
1496,2.0797597244381905e-07
1497,8.750008419156075e-06
1498,8.666014764457941e-06
1499,8.417002391070127e-06
1500,8.666014764457941e-06
1501,6.25033862888813e-07
1502,8.62503657117486e-06
1503,8.62503657117486e-06
1504,8.707982487976551e-06
1505,8.666014764457941e-06
1506,8.417002391070127e-06
1507,8.750008419156075e-06
1508,8.792034350335598e-06
1509,8.707982487976551e-06
1510,8.959032129496336e-06
1511,8.500006515532732e-06
1512,9.08400397747755e-06
1513,8.791044820100069e-06
1514,8.584000170230865e-06
1515,8.624978363513947e-06
1516,9.083014447242022e-06
1517,8.791976142674685e-06
1518,8.541974239051342e-06
1519,8.790986612439156e-06
1520,8.957984391599894e-06
1521,8.291972335428e-06
1522,8.917006198316813e-06
1523,8.875038474798203e-06
1524,2.500019036233425e-07
1525,8.874980267137289e-06
1526,8.66700429469347e-06
1527,9.000010322779417e-06
1528,8.832954335957766e-06
1529,8.874980267137289e-06
1530,8.917006198316813e-06
1531,8.917006198316813e-06
1532,2.500019036233425e-07
1533,9.04203625395894e-06
1534,8.750008419156075e-06
1535,6.67001586407423e-07
1536,8.791976142674685e-06
1537,8.917006198316813e-06
1538,8.791976142674685e-06
1539,8.624978363513947e-06
1540,9.040988516062498e-06
1541,8.957984391599894e-06
1542,8.374976459890604e-06
1543,8.916016668081284e-06
1544,8.874980267137289e-06
1545,9.041046723723412e-06
1546,3.750319592654705e-07
1547,8.62503657117486e-06
1548,8.750008419156075e-06
1549,8.917006198316813e-06
1550,8.875038474798203e-06
1551,7.910421118140221e-07
1552,8.957984391599894e-06
1553,9.167008101940155e-06
1554,8.916016668081284e-06
1555,9.208975825458765e-06
1556,8.708040695637465e-06
1557,8.957984391599894e-06
1558,9.000010322779417e-06
1559,9.040988516062498e-06
1560,2.08965502679348e-07
1561,9.500014130026102e-06
1562,1.658295514062047e-05
1563,9.70897963270545e-06
1564,8.958042599260807e-06
1565,9.083014447242022e-06
1566,9.249954018741846e-06
1567,9.124982170760632e-06
1568,4.999979864805937e-06
1569,9.041978046298027e-06
1570,8.958042599260807e-06
1571,9.167008101940155e-06
1572,8.916016668081284e-06
1573,9.124982170760632e-06
1574,4.083034582436085e-06
1575,9.000010322779417e-06
1576,9.167008101940155e-06
1577,8.959032129496336e-06
1578,9.124982170760632e-06
1579,8.833012543618679e-06
1580,9.04203625395894e-06
1581,9.167008101940155e-06
1582,4.169996827840805e-07
1583,9.083014447242022e-06
1584,9.416020475327969e-06
1585,2.0797597244381905e-07
1586,8.959032129496336e-06
1587,9.125040378421545e-06
1588,9.000010322779417e-06
1589,9.000010322779417e-06
1590,8.66700429469347e-06
1591,9.124982170760632e-06
1592,9.04203625395894e-06
1593,9.334005881100893e-06
1594,4.1601015254855156e-07
1595,9.166018571704626e-06
1596,9.29099041968584e-06
1597,9.292038157582283e-06
1598,9.208975825458765e-06
1599,9.207986295223236e-06
1600,9.542040061205626e-06
1601,9.375042282044888e-06
1602,9.374984074383974e-06
1603,9.167008101940155e-06
1604,9.500014130026102e-06
1605,8.916016668081284e-06
1606,9.25001222640276e-06
1607,6.25033862888813e-07
1608,9.125040378421545e-06
1609,2.500019036233425e-07
1610,9.082956239581108e-06
1611,5.66698145121336e-06
1612,9.000010322779417e-06
1613,8.417002391070127e-06
1614,9.416020475327969e-06
1615,9.374984074383974e-06
1616,9.29099041968584e-06
1617,9.124982170760632e-06
1618,9.25001222640276e-06
1619,6.25033862888813e-07
1620,9.62504418566823e-06
1621,9.041978046298027e-06
1622,1.2500095181167126e-06
1623,9.124982170760632e-06
1624,9.292038157582283e-06
1625,9.66701190918684e-06
1626,9.457988198846579e-06
1627,9.874987881630659e-06
1628,9.29197994992137e-06
1629,9.08400397747755e-06
1630,9.374984074383974e-06
1631,9.249954018741846e-06
1632,9.375042282044888e-06
1633,9.25001222640276e-06
1634,9.292038157582283e-06
1635,9.333016350865364e-06
1636,9.25001222640276e-06
1637,9.417010005563498e-06
1638,9.374984074383974e-06
1639,9.374984074383974e-06
1640,9.374984074383974e-06
1641,9.040988516062498e-06
1642,9.458977729082108e-06
1643,9.333016350865364e-06
1644,9.374984074383974e-06
1645,9.333016350865364e-06
1646,8.832954335957766e-06
1647,9.541050530970097e-06
1648,9.540992323309183e-06
1649,9.584007784724236e-06
1650,9.33295814320445e-06
1651,9.709037840366364e-06
1652,9.707990102469921e-06
1653,7.909839041531086e-07
1654,1.3329554349184036e-06
1655,9.20804450288415e-06
1656,4.5902561396360397e-07
1657,9.375042282044888e-06
1658,8.624978363513947e-06
1659,4.5797787606716156e-07
1660,9.374984074383974e-06
1661,9.457988198846579e-06
1662,3.7090503610670567e-06
1663,9.416020475327969e-06
1664,2.0797597244381905e-07
1665,9.499955922365189e-06
1666,6.207963451743126e-06
1667,9.624985978007317e-06
1668,9.500014130026102e-06
1669,4.169996827840805e-07
1670,9.499955922365189e-06
1671,4.169996827840805e-07
1672,9.707990102469921e-06
1673,9.584007784724236e-06
1674,9.708048310130835e-06
1675,9.666953701525927e-06
1676,2.500019036233425e-07
1677,9.583018254488707e-06
1678,9.624985978007317e-06
1679,9.458977729082108e-06
1680,9.750016033649445e-06
1681,9.540992323309183e-06
1682,9.707990102469921e-06
1683,9.375042282044888e-06
1684,9.540992323309183e-06
1685,9.584007784724236e-06
1686,7.2499969974160194e-06
1687,9.707990102469921e-06
1688,9.415962267667055e-06
1689,9.875046089291573e-06
1690,9.540992323309183e-06
1691,9.957992006093264e-06
1692,1.0000017937272787e-05
1693,9.750016033649445e-06
1694,2.6917026843875647e-05
1695,9.709037840366364e-06
1696,9.666022378951311e-06
1697,9.416020475327969e-06
1698,9.66701190918684e-06
1699,9.665964171290398e-06
